item_id,timestamp,target_value,Store_Size
5,2013-05-12,76854.09,20100
5,2013-05-13,70775.31,20100
5,2013-05-14,76820.03,20100
5,2013-05-15,87101.81,20100
5,2013-05-16,85705.79,20100
5,2013-05-17,88864.05,20100
5,2013-05-18,100680.83,20100
5,2013-05-19,90656.66,20100
5,2013-05-20,83004.01,20100
5,2013-05-21,82354.87,20100
5,2013-05-22,82717.34,20100
5,2013-05-23,102033.09,20100
5,2013-05-24,94904.11,20100
5,2013-05-25,199348.93,20100
5,2013-05-26,141598.81,20100
5,2013-05-27,148899.78,20100
5,2013-05-28,82504.86,20100
5,2013-05-29,77417.49,20100
5,2013-05-30,81499.68,20100
5,2013-05-31,85569.52,20100
5,2013-06-01,94267.72,20100
5,2013-06-02,87345.01,20100
5,2013-06-03,83930.06,20100
5,2013-06-04,79476.5,20100
5,2013-06-05,87072.35,20100
5,2013-06-06,84318.43,20100
5,2013-06-07,88130.08,20100
5,2013-06-08,97594.75,20100
5,2013-06-09,89069.23,20100
5,2013-06-10,82765.4,20100
5,2013-06-11,83783.39,20100
5,2013-06-12,79895.42,20100
5,2013-06-13,84502.77,20100
5,2013-06-14,92888.46,20100
5,2013-06-15,102477.97,20100
5,2013-06-16,89661.06,20100
5,2013-06-17,77871.62,20100
5,2013-06-18,78062.39,20100
5,2013-06-19,78931.99,20100
5,2013-06-20,81534.94,20100
5,2013-06-21,87085.1,20100
5,2013-06-22,91393.55,20100
5,2013-06-23,79451.12,20100
5,2013-06-24,81151.1,20100
5,2013-06-25,80945.69,20100
5,2013-06-26,84348.24,20100
5,2013-06-27,78576.69,20100
5,2013-06-28,80224.48,20100
5,2013-06-29,90300.56,20100
5,2013-06-30,86999.83,20100
5,2013-07-01,79886.98,20100
5,2013-07-02,83795.05,20100
5,2013-07-03,78322.58,20100
5,2013-07-04,84629.97,20100
5,2013-07-05,88125.72,20100
5,2013-07-06,95478.2,20100
5,2013-07-07,87944.54,20100
5,2013-07-08,79078.37,20100
5,2013-07-09,84466.53,20100
5,2013-07-10,78796.87,20100
5,2013-07-11,83456.99,20100
5,2013-07-12,83782.25,20100
5,2013-07-13,88645.31,20100
5,2013-07-14,76809.35,20100
5,2013-07-15,89935.79,20100
5,2013-07-16,87312.17,20100
5,2013-07-17,79185.41,20100
5,2013-07-18,81803.92,20100
5,2013-07-19,87407.32,20100
5,2013-07-20,81203.13,20100
5,2013-07-21,83662.97,20100
5,2013-07-22,79167.55,20100
5,2013-07-23,76259.44,20100
5,2013-07-24,79584.92,20100
5,2013-07-25,80889.99,20100
5,2013-07-26,86186.1,20100
5,2013-07-27,98288.69,20100
5,2013-07-28,81377.65,20100
5,2013-07-29,80306.48,20100
5,2013-07-30,86907.83,20100
5,2013-07-31,76816.18,20100
5,2013-08-01,96060.73,20100
5,2013-08-02,86711.66,20100
5,2013-08-03,90765.94,20100
5,2013-08-04,82085.82,20100
5,2013-08-05,76448.6,20100
5,2013-08-06,74395.33,20100
5,2013-08-07,78845.22,20100
5,2013-08-08,80921.8,20100
5,2013-08-09,87833.13,20100
5,2013-08-10,93697.08,20100
5,2013-08-11,90656.48,20100
5,2013-08-12,75776.77,20100
5,2013-08-13,91856.86,20100
5,2013-08-14,81800.59,20100
5,2013-08-15,77140.99,20100
5,2013-08-16,85338.78,20100
5,2013-08-17,96118.96,20100
5,2013-08-18,76978.3,20100
5,2013-08-19,72439.75,20100
5,2013-08-20,68201.77,20100
5,2013-08-21,73216.67,20100
5,2013-08-22,73822.8,20100
5,2013-08-23,81051.7,20100
5,2013-08-24,86874.64,20100
5,2013-08-25,77271.52,20100
5,2013-08-26,75273.66,20100
5,2013-08-27,76011.24,20100
5,2013-08-28,84689.41,20100
5,2013-08-29,76635.41,20100
5,2013-08-30,83525.67,20100
5,2013-08-31,87859.38,20100
5,2013-09-01,80293.96,20100
5,2013-09-02,86632.41,20100
5,2013-09-03,72989.43,20100
5,2013-09-04,70297.53,20100
5,2013-09-05,69019.05,20100
5,2013-09-06,77287.08,20100
5,2013-09-07,88489.28,20100
5,2013-09-08,75639.87,20100
5,2013-09-09,78079.27,20100
5,2013-09-10,71180.45,20100
5,2013-09-11,135334.15,20100
5,2013-09-12,131817.09,20100
5,2013-09-13,159640.39,20100
5,2013-09-14,88085,20100
5,2013-09-15,78964.26,20100
5,2013-09-16,84881.44,20100
5,2013-09-17,72140.44,20100
5,2013-09-18,72873.89,20100
5,2013-09-19,71847.11,20100
5,2013-09-20,84233.16,20100
5,2013-09-21,96479.94,20100
5,2013-09-22,80275.7,20100
5,2013-09-23,74783.99,20100
5,2013-09-24,74166.03,20100
5,2013-09-25,72561.72,20100
5,2013-09-26,71700.91,20100
5,2013-09-27,84236.54,20100
5,2013-09-28,92053.03,20100
5,2013-09-29,76822.62,20100
5,2013-09-30,76938.56,20100
5,2013-10-01,69716.38,20100
5,2013-10-02,73957.69,20100
5,2013-10-03,86187.82,20100
5,2013-10-04,80826.41,20100
5,2013-10-05,94992.32,20100
5,2013-10-06,82565.5,20100
5,2013-10-07,74452.19,20100
5,2013-10-08,74587.88,20100
5,2013-10-09,77402.56,20100
5,2013-10-10,81183.89,20100
5,2013-10-11,78779.29,20100
5,2013-10-12,184971.58,20100
5,2013-10-13,162577.1,20100
5,2013-10-14,142641.26,20100
5,2013-10-15,70746.31,20100
5,2013-10-16,75104.72,20100
5,2013-10-17,77802.71,20100
5,2013-10-18,86078.71,20100
5,2013-10-19,90401,20100
5,2013-10-20,76630.76,20100
5,2013-10-21,79901.57,20100
5,2013-10-22,77845.89,20100
5,2013-10-23,85557.57,20100
5,2013-10-24,82763.51,20100
5,2013-10-25,100512.62,20100
5,2013-10-26,105843.6,20100
5,2013-10-27,83725.22,20100
5,2013-10-28,83590.85,20100
5,2013-10-29,82608.11,20100
5,2013-10-30,82044.99,20100
5,2013-10-31,83837.03,20100
5,2013-11-01,100507.69,20100
5,2013-11-02,115431.1,20100
5,2013-11-03,101719.78,20100
5,2013-11-04,95287.55,20100
5,2013-11-05,98955.4,20100
5,2013-11-06,91234.42,20100
5,2013-11-07,97708.05,20100
5,2013-11-08,106763.04,20100
5,2013-11-09,197277.17,20100
5,2013-11-10,206161.14,20100
5,2013-11-11,167522.51,20100
5,2013-11-12,108633.98,20100
5,2013-11-13,102198.94,20100
5,2013-11-14,97762.44,20100
5,2013-11-15,107912.54,20100
5,2013-11-16,130199,20100
5,2013-11-17,122139.14,20100
5,2013-11-18,112263.88,20100
5,2013-11-19,110020.42,20100
5,2013-11-20,111134.66,20100
5,2013-11-21,107937.86,20100
5,2013-11-22,116051.87,20100
5,2013-11-23,175832,20100
5,2013-11-24,133547.22,20100
5,2013-11-25,124857.46,20100
5,2013-11-26,119400.27,20100
5,2013-11-27,161504.9,20100
5,2013-11-28,165080.93,20100
5,2013-11-29,273584.1,20100
5,2013-11-30,165783.54,20100
5,2013-12-01,150985.38,20100
5,2013-12-02,130864.97,20100
5,2013-12-03,132052.08,20100
5,2013-12-04,136733.96,20100
5,2013-12-05,137578.93,20100
5,2013-12-06,143072.36,20100
5,2013-12-07,152804.46,20100
5,2013-12-08,152575.39,20100
5,2013-12-09,133778.02,20100
5,2013-12-10,135780.98,20100
5,2013-12-11,136859.09,20100
5,2013-12-12,138638.78,20100
5,2013-12-13,146500.46,20100
5,2013-12-14,199869.09,20100
5,2013-12-15,161016.38,20100
5,2013-12-16,137147.26,20100
5,2013-12-17,140066.97,20100
5,2013-12-18,151589.67,20100
5,2013-12-19,143403.48,20100
5,2013-12-20,152370.55,20100
5,2013-12-21,167328.87,20100
5,2013-12-22,183918.27,20100
5,2013-12-23,172863.59,20100
5,2013-12-24,140662.94,20100
5,2013-12-25,0,20100
5,2013-12-26,154945.82,20100
5,2013-12-27,138309.33,20100
5,2013-12-28,145335.46,20100
5,2013-12-29,136602.92,20100
5,2013-12-30,134272.4,20100
5,2013-12-31,124393,20100
5,2014-01-01,101740.79,20100
5,2014-01-02,116252.35,20100
5,2014-01-03,116558.66,20100
5,2014-01-04,119344.45,20100
5,2014-01-05,100207.35,20100
5,2014-01-06,99680.87,20100
5,2014-01-07,95972.52,20100
5,2014-01-08,95069.56,20100
5,2014-01-09,99154.44,20100
5,2014-01-10,104409.73,20100
5,2014-01-11,106955.65,20100
5,2014-01-12,100848.39,20100
5,2014-01-13,93341.44,20100
5,2014-01-14,93517.79,20100
5,2014-01-15,90853.4,20100
5,2014-01-16,87035.54,20100
5,2014-01-17,91239.01,20100
5,2014-01-18,179995.16,20100
5,2014-01-19,122553.47,20100
5,2014-01-20,128051.32,20100
5,2014-01-21,78104.31,20100
5,2014-01-22,75896.45,20100
5,2014-01-23,68903.86,20100
5,2014-01-24,72931.83,20100
5,2014-01-25,84101.19,20100
5,2014-01-26,75734.68,20100
5,2014-01-27,62871.03,20100
5,2014-01-28,68797.04,20100
5,2014-01-29,64747.13,20100
5,2014-01-30,58788.9,20100
5,2014-01-31,65968.12,20100
5,2014-02-01,79463.58,20100
5,2014-02-02,61947.1,20100
5,2014-02-03,63205.47,20100
5,2014-02-04,62333.4,20100
5,2014-02-05,58966.4,20100
5,2014-02-06,57245.98,20100
5,2014-02-07,70031.93,20100
5,2014-02-08,81258.66,20100
5,2014-02-09,74641.35,20100
5,2014-02-10,59874.42,20100
5,2014-02-11,64419.12,20100
5,2014-02-12,62655.56,20100
5,2014-02-13,73758.31,20100
5,2014-02-14,78585.71,20100
5,2014-02-15,161893.79,20100
5,2014-02-16,131966.17,20100
5,2014-02-17,113400.8,20100
5,2014-02-18,62195.24,20100
5,2014-02-19,70689.12,20100
5,2014-02-20,64191.71,20100
5,2014-02-21,65206.71,20100
5,2014-02-22,74637.04,20100
5,2014-02-23,67446.61,20100
5,2014-02-24,62180.88,20100
5,2014-02-25,62317.9,20100
5,2014-02-26,66375.85,20100
5,2014-02-27,61593.18,20100
5,2014-02-28,71501.47,20100
5,2014-03-01,81705.43,20100
5,2014-03-02,74515.01,20100
5,2014-03-03,69352.41,20100
5,2014-03-04,63701.52,20100
5,2014-03-05,70385.56,20100
5,2014-03-06,66319.06,20100
5,2014-03-07,72646.94,20100
5,2014-03-08,84101.94,20100
5,2014-03-09,73461.7,20100
5,2014-03-10,72229.17,20100
5,2014-03-11,67408.6,20100
5,2014-03-12,69893.36,20100
5,2014-03-13,66695.83,20100
5,2014-03-14,79937.23,20100
5,2014-03-15,92045.79,20100
5,2014-03-16,83635.98,20100
5,2014-03-17,70316.88,20100
5,2014-03-18,68743.18,20100
5,2014-03-19,70492.15,20100
5,2014-03-20,75592.55,20100
5,2014-03-21,80224.82,20100
5,2014-03-22,93646.94,20100
5,2014-03-23,69379.75,20100
5,2014-03-24,70435.41,20100
5,2014-03-25,67832.52,20100
5,2014-03-26,71859.52,20100
5,2014-03-27,67549.41,20100
5,2014-03-28,101273.46,20100
5,2014-03-29,109839.76,20100
5,2014-03-30,81840.62,20100
5,2014-03-31,80284.14,20100
5,2014-04-01,69517.4,20100
5,2014-04-02,75703.67,20100
5,2014-04-03,70951.5,20100
5,2014-04-04,74526.95,20100
5,2014-04-05,99034.02,20100
5,2014-04-06,76638.51,20100
5,2014-04-07,71561.53,20100
5,2014-04-08,74869.44,20100
5,2014-04-09,81692.23,20100
5,2014-04-10,73826.24,20100
5,2014-04-11,81030.16,20100
5,2014-04-12,85181.72,20100
5,2014-04-13,78711.01,20100
5,2014-04-14,79302.5,20100
5,2014-04-15,76652,20100
5,2014-04-16,72477.08,20100
5,2014-04-17,76649.99,20100
5,2014-04-18,119360.13,20100
5,2014-04-19,102679.77,20100
5,2014-04-20,60082.02,20100
5,2014-04-21,85197.05,20100
5,2014-04-22,77382.92,20100
5,2014-04-23,77859.79,20100
5,2014-04-24,79346.37,20100
5,2014-04-25,92267.8,20100
5,2014-04-26,103879.57,20100
5,2014-04-27,89072.9,20100
5,2014-04-28,77847.61,20100
5,2014-04-29,76696.22,20100
5,2014-04-30,73299.59,20100
5,2014-05-01,81054.51,20100
5,2014-05-02,86244.1,20100
5,2014-05-03,89813.76,20100
5,2014-05-04,77702.15,20100
5,2014-05-05,70776.69,20100
5,2014-05-06,71860.66,20100
5,2014-05-07,70875,20100
5,2014-05-08,77043.25,20100
5,2014-05-09,87813.04,20100
5,2014-05-10,98257.85,20100
5,2014-05-11,83832.15,20100
5,2014-05-12,74414.92,20100
5,2014-05-13,73055.99,20100
5,2014-05-14,71477.23,20100
5,2014-05-15,79471.33,20100
5,2014-05-16,83547.14,20100
5,2014-05-17,91608.49,20100
5,2014-05-18,81661.33,20100
5,2014-05-19,74252.46,20100
5,2014-05-20,76463.88,20100
5,2014-05-21,82616.27,20100
5,2014-05-22,75677.83,20100
5,2014-05-23,82289.4,20100
5,2014-05-24,169447.32,20100
5,2014-05-25,157528.49,20100
5,2014-05-26,156052.42,20100
5,2014-05-27,66651.09,20100
5,2014-05-28,78802.95,20100
5,2014-05-29,73529.64,20100
5,2014-05-30,75477.35,20100
5,2014-05-31,82185.06,20100
5,2014-06-01,79197.76,20100
5,2014-06-02,74287.78,20100
5,2014-06-03,74620.44,20100
5,2014-06-04,70434.55,20100
5,2014-06-05,72019.33,20100
5,2014-06-06,77425.82,20100
5,2014-06-07,82783.26,20100
5,2014-06-08,75923.96,20100
5,2014-06-09,69376.01,20100
5,2014-06-10,71272.74,20100
5,2014-06-11,79466.74,20100
5,2014-06-12,74380.12,20100
5,2014-06-13,84480.43,20100
5,2014-06-14,88493.65,20100
6,2012-07-01,60000.53,15700
6,2012-07-02,61675.48,15700
6,2012-07-03,58442.55,15700
6,2012-07-04,61331.86,15700
6,2012-07-05,59708.8,15700
6,2012-07-06,66465.79,15700
6,2012-07-07,67801.88,15700
6,2012-07-08,61027.08,15700
6,2012-07-09,57943.97,15700
6,2012-07-10,57322.39,15700
6,2012-07-11,65087.14,15700
6,2012-07-12,63558.68,15700
6,2012-07-13,62101.76,15700
6,2012-07-14,64040.13,15700
6,2012-07-15,57873.05,15700
6,2012-07-16,60482.88,15700
6,2012-07-17,51961.32,15700
6,2012-07-18,59277.32,15700
6,2012-07-19,64742.94,15700
6,2012-07-20,59889.11,15700
6,2012-07-21,67931.86,15700
6,2012-07-22,65281.67,15700
6,2012-07-23,57062.56,15700
6,2012-07-24,58823.31,15700
6,2012-07-25,64256.28,15700
6,2012-07-26,57450.99,15700
6,2012-07-27,67335.81,15700
6,2012-07-28,76790.36,15700
6,2012-07-29,61808.74,15700
6,2012-07-30,66835.97,15700
6,2012-07-31,57237.62,15700
6,2012-08-01,61631.12,15700
6,2012-08-02,60659.82,15700
6,2012-08-03,62954.06,15700
6,2012-08-04,70530.38,15700
6,2012-08-05,67398.74,15700
6,2012-08-06,58493.37,15700
6,2012-08-07,55227.57,15700
6,2012-08-08,56300.86,15700
6,2012-08-09,57247.67,15700
6,2012-08-10,62295.8,15700
6,2012-08-11,73010.76,15700
6,2012-08-12,62971.91,15700
6,2012-08-13,60266.51,15700
6,2012-08-14,56047.53,15700
6,2012-08-15,57521.09,15700
6,2012-08-16,80054.81,15700
6,2012-08-17,63726.07,15700
6,2012-08-18,63817.75,15700
6,2012-08-19,60010.84,15700
6,2012-08-20,55630.67,15700
6,2012-08-21,57046.19,15700
6,2012-08-22,56434.08,15700
6,2012-08-23,62224.66,15700
6,2012-08-24,63612.24,15700
6,2012-08-25,72267.5,15700
6,2012-08-26,58941.63,15700
6,2012-08-27,58836.68,15700
6,2012-08-28,60485.57,15700
6,2012-08-29,57112.75,15700
6,2012-08-30,59389.54,15700
6,2012-08-31,65434.53,15700
6,2012-09-01,70446.37,15700
6,2012-09-02,69857.99,15700
6,2012-09-03,68894.05,15700
6,2012-09-04,53136.74,15700
6,2012-09-05,54357.06,15700
6,2012-09-06,59501.81,15700
6,2012-09-07,58885.12,15700
6,2012-09-08,67234.8,15700
6,2012-09-09,63294.72,15700
6,2012-09-10,85567.35,15700
6,2012-09-11,107009.88,15700
6,2012-09-12,89308.51,15700
6,2012-09-13,58125.67,15700
6,2012-09-14,58159.89,15700
6,2012-09-15,72405.2,15700
6,2012-09-16,60790.75,15700
6,2012-09-17,58508.76,15700
6,2012-09-18,57875.25,15700
6,2012-09-19,54151.5,15700
6,2012-09-20,57174.2,15700
6,2012-09-21,61523.25,15700
6,2012-09-22,71107.42,15700
6,2012-09-23,59207.52,15700
6,2012-09-24,53178.81,15700
6,2012-09-25,58238.88,15700
6,2012-09-26,55619.77,15700
6,2012-09-27,55168.01,15700
6,2012-09-28,62119.25,15700
6,2012-09-29,70933.34,15700
6,2012-09-30,60776.71,15700
6,2012-10-01,52937.24,15700
6,2012-10-02,60444.3,15700
6,2012-10-03,58443.59,15700
6,2012-10-04,57982.45,15700
6,2012-10-05,63096.83,15700
6,2012-10-06,169589.6,15700
6,2012-10-07,109639.35,15700
6,2012-10-08,89826.92,15700
6,2012-10-09,53493.46,15700
6,2012-10-10,53544.46,15700
6,2012-10-11,59914.41,15700
6,2012-10-12,63951.64,15700
6,2012-10-13,80104.69,15700
6,2012-10-14,68068.98,15700
6,2012-10-15,57699.16,15700
6,2012-10-16,61087.99,15700
6,2012-10-17,62060.86,15700
